subsystem,reaction
Glycerophospholipid metabolism,RE3301R
Eicosanoid metabolism,RE3307C
Eicosanoid metabolism,RE3307M
Eicosanoid metabolism,RE3307X
Eicosanoid metabolism,RE3308C
Eicosanoid metabolism,RE3308M
Eicosanoid metabolism,RE3308R
Eicosanoid metabolism,RE3308X
Eicosanoid metabolism,RE3310C
Eicosanoid metabolism,RE3310R
"Valine, leucine, and isoleucine metabolism",RE3326M
Eicosanoid metabolism,RE3334M
Eicosanoid metabolism,RE3334X
Eicosanoid metabolism,RE3335C
Eicosanoid metabolism,RE3335M
Eicosanoid metabolism,RE3335R
Eicosanoid metabolism,RE3335X
Eicosanoid metabolism,RE3336M
Eicosanoid metabolism,RE3336X
Eicosanoid metabolism,RE3337M
Eicosanoid metabolism,RE3337X
Eicosanoid metabolism,RE3338C
Eicosanoid metabolism,RE3338M
Eicosanoid metabolism,RE3338X
Eicosanoid metabolism,RE3339C
Eicosanoid metabolism,RE3339M
Eicosanoid metabolism,RE3339X
Eicosanoid metabolism,RE3340C
Eicosanoid metabolism,RE3340M
Eicosanoid metabolism,RE3340X
Eicosanoid metabolism,RE3341M
Eicosanoid metabolism,RE3341X
Eicosanoid metabolism,RE3342M
Eicosanoid metabolism,RE3342X
Eicosanoid metabolism,RE3343C
Eicosanoid metabolism,RE3343M
Eicosanoid metabolism,RE3343X
Eicosanoid metabolism,RE3344M
Eicosanoid metabolism,RE3344X
Eicosanoid metabolism,RE3345C
Eicosanoid metabolism,RE3345M
Eicosanoid metabolism,RE3345R
Eicosanoid metabolism,RE3345X
Bile acid synthesis,RE3346C
Bile acid synthesis,RE3346M
Bile acid synthesis,RE3346R
Vitamin B2 metabolism,RE3347C
Purine catabolism,RE3352C
Urea cycle,RE3367C
Urea cycle,RE3367E
Urea cycle,RE3367X
Vitamin E metabolism,RE3370C
Vitamin E metabolism,RE3370R
Cholesterol metabolism,RE3372C
Glycerophospholipid metabolism,RE3378C
Miscellaneous,RE3381C
Miscellaneous,RE3381E
Miscellaneous,RE3381L
Fatty acid oxidation,RE3383M
Fatty acid oxidation,RE3384M
Fatty acid oxidation,RE3385M
Fatty acid oxidation,RE3386M
Fatty acid oxidation,RE3387M
Fatty acid oxidation,RE3388M
Fatty acid oxidation,RE3389M
Fatty acid oxidation,RE3390M
Fatty acid oxidation,RE3391M
Fatty acid oxidation,RE3392M
Fatty acid oxidation,RE3393M
Fatty acid oxidation,RE3394M
Fatty acid oxidation,RE3395M
Fatty acid oxidation,RE3396M
Fatty acid oxidation,RE3397M
Fatty acid oxidation,RE3398M
Fatty acid oxidation,RE3399M
Fatty acid oxidation,RE3400M
Fatty acid oxidation,RE3401M
Fatty acid oxidation,RE3402M
Fatty acid oxidation,RE3403M
Fatty acid oxidation,RE3404M
Linoleate metabolism,RE3407C
Linoleate metabolism,RE3408C
Linoleate metabolism,RE3409C
Linoleate metabolism,RE3410C
Linoleate metabolism,RE3411C
Linoleate metabolism,RE3412C
Linoleate metabolism,RE3413C
Linoleate metabolism,RE3414C
Linoleate metabolism,RE3415C
Linoleate metabolism,RE3417C
Linoleate metabolism,RE3420C
Eicosanoid metabolism,RE3421M
Eicosanoid metabolism,RE3421R
Eicosanoid metabolism,RE3422C
Eicosanoid metabolism,RE3423C
Eicosanoid metabolism,RE3430C
Eicosanoid metabolism,RE3430M
Eicosanoid metabolism,RE3430X
Eicosanoid metabolism,RE3431C
Eicosanoid metabolism,RE3432C
Eicosanoid metabolism,RE3432M
Eicosanoid metabolism,RE3432X
Eicosanoid metabolism,RE3434C
Eicosanoid metabolism,RE3434R
Eicosanoid metabolism,RE3435C
Eicosanoid metabolism,RE3435R
Eicosanoid metabolism,RE3436C
Eicosanoid metabolism,RE3436R
Eicosanoid metabolism,RE3437C
Vitamin E metabolism,RE3440C
Vitamin E metabolism,RE3440R
Eicosanoid metabolism,RE3443M
Eicosanoid metabolism,RE3443X
Eicosanoid metabolism,RE3444C
Eicosanoid metabolism,RE3444M
Eicosanoid metabolism,RE3444X
Eicosanoid metabolism,RE3445M
Eicosanoid metabolism,RE3445X
Eicosanoid metabolism,RE3446C
Eicosanoid metabolism,RE3446M
Eicosanoid metabolism,RE3446R
Eicosanoid metabolism,RE3446X
Eicosanoid metabolism,RE3447M
Eicosanoid metabolism,RE3447X
Eicosanoid metabolism,RE3448C
Eicosanoid metabolism,RE3448M
Eicosanoid metabolism,RE3448X
Eicosanoid metabolism,RE3449C
Eicosanoid metabolism,RE3450C
Eicosanoid metabolism,RE3451C
Eicosanoid metabolism,RE3452C
Eicosanoid metabolism,RE3453C
Eicosanoid metabolism,RE3454C
Eicosanoid metabolism,RE3455C
Eicosanoid metabolism,RE3456C
Eicosanoid metabolism,RE3457C
Eicosanoid metabolism,RE3458C
Eicosanoid metabolism,RE3459C
Eicosanoid metabolism,RE3460C
Vitamin E metabolism,RE3464C
Vitamin E metabolism,RE3464R
Arachidonic acid metabolism,RE3469C
Arachidonic acid metabolism,RE3470C
Arachidonic acid metabolism,RE3470M
Arachidonic acid metabolism,RE3470X
Arachidonic acid metabolism,RE3474C
Arachidonic acid metabolism,RE3474R
Arachidonic acid metabolism,RE3475C
Arachidonic acid metabolism,RE3475N
Arachidonic acid metabolism,RE3476C
Arachidonic acid metabolism,RE3476M
Arachidonic acid metabolism,RE3476X
Eicosanoid metabolism,RE3485C
Eicosanoid metabolism,RE3485N
Eicosanoid metabolism,RE3486C
Eicosanoid metabolism,RE3488C
Eicosanoid metabolism,RE3488N
Eicosanoid metabolism,RE3488R
Eicosanoid metabolism,RE3488X
Eicosanoid metabolism,RE3490C
Eicosanoid metabolism,RE3491C
Eicosanoid metabolism,RE3492C
Eicosanoid metabolism,RE3493C
Eicosanoid metabolism,RE3494C
Eicosanoid metabolism,RE3495C
Eicosanoid metabolism,RE3496C
Eicosanoid metabolism,RE3496N
Eicosanoid metabolism,RE3498N
Eicosanoid metabolism,RE3498R
Eicosanoid metabolism,RE3499C
Eicosanoid metabolism,RE3500C
Eicosanoid metabolism,RE3500R
Eicosanoid metabolism,RE3500X
Eicosanoid metabolism,RE3501C
Eicosanoid metabolism,RE3501R
Eicosanoid metabolism,RE3501X
Eicosanoid metabolism,RE3502C
Eicosanoid metabolism,RE3502X
Eicosanoid metabolism,RE3503C
Eicosanoid metabolism,RE3503N
Eicosanoid metabolism,RE3506C
Eicosanoid metabolism,RE3506R
Glycerophospholipid metabolism,RE3511C
Glycerophospholipid metabolism,RE3511M
Glycerophospholipid metabolism,RE3511R
Arachidonic acid metabolism,RE3513C
Arachidonic acid metabolism,RE3513N
Arachidonic acid metabolism,RE3513R
Arachidonic acid metabolism,RE3514C
Arachidonic acid metabolism,RE3514R
Miscellaneous,RE3515C
Arachidonic acid metabolism,RE3518C
Arachidonic acid metabolism,RE3518R
Arachidonic acid metabolism,RE3519C
Arachidonic acid metabolism,RE3519R
Arachidonic acid metabolism,RE3519X
Arachidonic acid metabolism,RE3520C
Arachidonic acid metabolism,RE3520E
Arachidonic acid metabolism,RE3520M
Arachidonic acid metabolism,RE3520N
Arachidonic acid metabolism,RE3521C
Arachidonic acid metabolism,RE3521M
Arachidonic acid metabolism,RE3521R
Arachidonic acid metabolism,RE3521X
Arachidonic acid metabolism,RE3522C
Arachidonic acid metabolism,RE3522R
Eicosanoid metabolism,RE3524R
Arachidonic acid metabolism,RE3525C
Arachidonic acid metabolism,RE3525M
Arachidonic acid metabolism,RE3525N
Arachidonic acid metabolism,RE3525R
Arachidonic acid metabolism,RE3525X
Arachidonic acid metabolism,RE3526C
Arachidonic acid metabolism,RE3526M
Arachidonic acid metabolism,RE3526X
Eicosanoid metabolism,RE3532C
Eicosanoid metabolism,RE3532M
Eicosanoid metabolism,RE3532R
Eicosanoid metabolism,RE3533C
Eicosanoid metabolism,RE3533M
Eicosanoid metabolism,RE3533R
Eicosanoid metabolism,RE3534C
Eicosanoid metabolism,RE3534M
Eicosanoid metabolism,RE3534R
Eicosanoid metabolism,RE3535R
Eicosanoid metabolism,RE3536C
Eicosanoid metabolism,RE3537C
Eicosanoid metabolism,RE3550X
Eicosanoid metabolism,RE3551X
Eicosanoid metabolism,RE3552X
Eicosanoid metabolism,RE3554C
Eicosanoid metabolism,RE3554M
Eicosanoid metabolism,RE3554R
Eicosanoid metabolism,RE3556C
Eicosanoid metabolism,RE3557C
Eicosanoid metabolism,RE3557M
Eicosanoid metabolism,RE3557R
Eicosanoid metabolism,RE3559M
Eicosanoid metabolism,RE3559X
Eicosanoid metabolism,RE3560C
Eicosanoid metabolism,RE3560M
Eicosanoid metabolism,RE3560X
Eicosanoid metabolism,RE3561M
Eicosanoid metabolism,RE3561X
Eicosanoid metabolism,RE3562C
Eicosanoid metabolism,RE3562M
Eicosanoid metabolism,RE3562R
Eicosanoid metabolism,RE3562X
Eicosanoid metabolism,RE3563M
Eicosanoid metabolism,RE3563X
Eicosanoid metabolism,RE3564C
Eicosanoid metabolism,RE3564M
Eicosanoid metabolism,RE3564X
Eicosanoid metabolism,RE3565C
Eicosanoid metabolism,RE3566C
Eicosanoid metabolism,RE3567C
Eicosanoid metabolism,RE3568C
Eicosanoid metabolism,RE3570C
Eicosanoid metabolism,RE3571C
Eicosanoid metabolism,RE3571R
Eicosanoid metabolism,RE3572X
Eicosanoid metabolism,RE3573X
Eicosanoid metabolism,RE3574X
Eicosanoid metabolism,RE3575X
Eicosanoid metabolism,RE3576X
Eicosanoid metabolism,RE3577X
Eicosanoid metabolism,RE3578X
Eicosanoid metabolism,RE3580X
Eicosanoid metabolism,RE3581X
Eicosanoid metabolism,RE3582X
Eicosanoid metabolism,RE3583X
Eicosanoid metabolism,RE3586X
Eicosanoid metabolism,RE3587C
Eicosanoid metabolism,RE3587N
Eicosanoid metabolism,RE3596C
Eicosanoid metabolism,RE3596M
Eicosanoid metabolism,RE3596X
Eicosanoid metabolism,RE3597C
Eicosanoid metabolism,RE3597M
Eicosanoid metabolism,RE3597X
Fatty acid oxidation,RE3624M
Fatty acid oxidation,RE3624X
Fatty acid oxidation,RE3626M
Fatty acid oxidation,RE3627C
Fatty acid oxidation,RE3628M
Histidine metabolism,RE3629C
Histidine metabolism,RE3630C
Histidine metabolism,RE3631C
Histidine metabolism,RE3633C
Vitamin E metabolism,RE3636C
Heme synthesis,RE3637C
Selenoamino acid metabolism,RN0001C
Selenoamino acid metabolism,RN0001R
Selenoamino acid metabolism,RN0002N
Selenoamino acid metabolism,RN0002R
Tyrosine metabolism,RN0013C
Tyrosine metabolism,RN0014R
Xenobiotics metabolism,RN0020C
Xenobiotics metabolism,RN0020R
Xenobiotics metabolism,RN0021C
Xenobiotics metabolism,RN0021R
Xenobiotics metabolism,RN0021X
Xenobiotics metabolism,RN0022C
Xenobiotics metabolism,RN0022R
Xenobiotics metabolism,RN0022X
Xenobiotics metabolism,RN0023C
Xenobiotics metabolism,RN0023R
Xenobiotics metabolism,RN0023X
Xenobiotics metabolism,RN0027C
Xenobiotics metabolism,RN0027R
Xenobiotics metabolism,RN0028C
Xenobiotics metabolism,RN0028R
Xenobiotics metabolism,RN0028X
Xenobiotics metabolism,RN0029C
Xenobiotics metabolism,RN0029R
Xenobiotics metabolism,RN0030C
Xenobiotics metabolism,RN0030R
Xenobiotics metabolism,RN0031C
Xenobiotics metabolism,RN0031R
Xenobiotics metabolism,RN0031X
Xenobiotics metabolism,RN0032C
Xenobiotics metabolism,RN0032R
Exchange/demand reaction,EX_prostgh2[e]
Exchange/demand reaction,EX_prostgi2[e]
Exchange/demand reaction,EX_cdp[e]
Exchange/demand reaction,EX_dtdp[e]
Exchange/demand reaction,EX_HC00955[e]
Exchange/demand reaction,EX_HC00001[e]
Exchange/demand reaction,EX_HC00002[e]
Exchange/demand reaction,EX_HC00003[e]
Exchange/demand reaction,EX_HC00004[e]
Exchange/demand reaction,EX_citr_L[e]
Exchange/demand reaction,EX_HC01787[e]
Exchange/demand reaction,EX_C02470[e]
Exchange/demand reaction,EX_HC01852[e]
Exchange/demand reaction,EX_HC01939[e]
Exchange/demand reaction,EX_HC01942[e]
Exchange/demand reaction,EX_HC01943[e]
Exchange/demand reaction,EX_HC01944[e]
Exchange/demand reaction,EX_HC00822[e]
Exchange/demand reaction,EX_C02528[e]
Exchange/demand reaction,EX_HC02192[e]
Exchange/demand reaction,EX_HC02193[e]
Exchange/demand reaction,EX_HC02195[e]
Exchange/demand reaction,EX_HC02196[e]
Exchange/demand reaction,EX_HC02220[e]
Exchange/demand reaction,EX_HC02154[e]
Exchange/demand reaction,EX_HC02199[e]
Exchange/demand reaction,EX_HC02200[e]
Exchange/demand reaction,EX_HC02201[e]
Exchange/demand reaction,EX_HC02172[e]
Exchange/demand reaction,EX_HC02191[e]
Exchange/demand reaction,EX_HC02194[e]
Exchange/demand reaction,EX_HC02197[e]
Exchange/demand reaction,EX_HC02198[e]
Exchange/demand reaction,EX_HC02187[e]
Exchange/demand reaction,EX_HC02180[e]
Exchange/demand reaction,EX_HC02202[e]
Exchange/demand reaction,EX_HC02203[e]
Exchange/demand reaction,EX_HC02204[e]
Exchange/demand reaction,EX_HC02205[e]
Exchange/demand reaction,EX_HC02206[e]
Exchange/demand reaction,EX_HC02207[e]
Exchange/demand reaction,EX_HC02208[e]
Exchange/demand reaction,EX_HC02210[e]
Exchange/demand reaction,EX_HC02213[e]
Exchange/demand reaction,EX_HC02214[e]
Exchange/demand reaction,EX_HC02216[e]
Exchange/demand reaction,EX_HC02217[e]
Exchange/demand reaction,EX_malcoa[e]
Exchange/demand reaction,EX_arachcoa[e]
Exchange/demand reaction,EX_coa[e]
Exchange/demand reaction,EX_CE2250[e]
Exchange/demand reaction,EX_CE1935[e]
Exchange/demand reaction,EX_CE1940[e]
Exchange/demand reaction,EX_CE1943[e]
Exchange/demand reaction,EX_CE2011[e]
Exchange/demand reaction,EX_CE1936[e]
Exchange/demand reaction,EX_CE1939[e]
Exchange/demand reaction,EX_maltpt[e]
Exchange/demand reaction,EX_CE2915[e]
Exchange/demand reaction,EX_CE4722[e]
Exchange/demand reaction,EX_CE2916[e]
Exchange/demand reaction,EX_CE4723[e]
Exchange/demand reaction,EX_CE2917[e]
Exchange/demand reaction,EX_CE4724[e]
Exchange/demand reaction,EX_malthp[e]
Exchange/demand reaction,EX_CE2839[e]
Exchange/demand reaction,EX_CE2838[e]
Exchange/demand reaction,EX_CE1950[e]
Exchange/demand reaction,EX_cynt[e]
Exchange/demand reaction,EX_23cump[e]
Exchange/demand reaction,EX_3ump[e]
Exchange/demand reaction,EX_CE5786[e]
Exchange/demand reaction,EX_CE5788[e]
Exchange/demand reaction,EX_CE5789[e]
Exchange/demand reaction,EX_CE5797[e]
Exchange/demand reaction,EX_CE5798[e]
Exchange/demand reaction,EX_CE5787[e]
Exchange/demand reaction,EX_CE5791[e]
Exchange/demand reaction,EX_CE5867[e]
Exchange/demand reaction,EX_CE5868[e]
Exchange/demand reaction,EX_CE5869[e]
Exchange/demand reaction,EX_CE4633[e]
Exchange/demand reaction,EX_CE4881[e]
Exchange/demand reaction,EX_CE5854[e]
Exchange/demand reaction,EX_CE1926[e]
Exchange/demand reaction,EX_udpgal[e]
Exchange/demand reaction,EX_crm_hs[e]
Exchange/demand reaction,EX_galside_hs[e]
Exchange/demand reaction,EX_CE0074[e]
Exchange/demand reaction,EX_cdpea[e]
Exchange/demand reaction,EX_12dgr120[e]
Exchange/demand reaction,EX_CE5853[e]
Exchange/demand reaction,EX_CE1925[e]
Exchange/demand reaction,EX_C04849[e]
"Transport, extracellular",CITt4_4
"Transport, extracellular",GLYt7_311_r
"Transport, extracellular",HCO3_NAt
"Transport, extracellular",INSTt4_2
"Transport, extracellular",PIt8
"Transport, extracellular",PIt9
"Transport, extracellular",PROt4_2_r
Steroid metabolism,HSD17B3r
Exchange/demand reaction,biomass_reaction
Fatty acid oxidation,2MB2COAc
Fatty acid oxidation,3HBCOARc
Fatty acid oxidation,ADPACDAc
Fatty acid oxidation,ADPACtx
Fatty acid oxidation,ADPCOACROT
Fatty acid oxidation,ADPCOAPTE
Fatty acid oxidation,BCRNe
Fatty acid oxidation,C100CPT1
Fatty acid oxidation,sink_c101coa[c]
Fatty acid oxidation,C101CPT1
Fatty acid oxidation,C101CRNe
Fatty acid oxidation,C102CPT1
Fatty acid oxidation,C10CRNe
Fatty acid oxidation,C10DCCACT
Fatty acid oxidation,C10DCc
Fatty acid oxidation,C10DCe
Fatty acid oxidation,C10OHc
Fatty acid oxidation,C120CPT1
Fatty acid oxidation,C121CPT1
Fatty acid oxidation,C12DCACOT
Fatty acid oxidation,C12DCACT
Fatty acid oxidation,C12DCTD
Fatty acid oxidation,C12DCe
Fatty acid oxidation,C12OHc
Fatty acid oxidation,C140CPT1
Fatty acid oxidation,C141ACBP
Fatty acid oxidation,C141CPT1
Fatty acid oxidation,C141OHc
Fatty acid oxidation,C141OHe
Fatty acid oxidation,C142ACBP
Fatty acid oxidation,C142CPT1
Fatty acid oxidation,C142OHc
Fatty acid oxidation,C142OHe
Fatty acid oxidation,C14OHc
Fatty acid oxidation,C161OHc
Fatty acid oxidation,C162ACBP
Fatty acid oxidation,C162OHc
Fatty acid oxidation,C162OHe
Fatty acid oxidation,C16DCc
Fatty acid oxidation,C16DCe
Fatty acid oxidation,C16OHc
"Transport, peroxisomal",C16txc
Fatty acid oxidation,C181OHc
Fatty acid oxidation,C182OHc
Fatty acid oxidation,C18OHc
"Transport, peroxisomal",C2tcx
Fatty acid oxidation,C30CPT1
Fatty acid oxidation,C3DCe
Fatty acid oxidation,C40CPT1
Fatty acid oxidation,C4CRNCPT2
Fatty acid oxidation,C4CRNe
Fatty acid oxidation,C4DCCACT
Fatty acid oxidation,C4DCe
Fatty acid oxidation,C4OHc
"Transport, peroxisomal",C4tcx
"Transport, mitochondrial",C4tmc
"Transport, peroxisomal",C4x
Fatty acid oxidation,C50CPT1
Fatty acid oxidation,C51CPT1
Fatty acid oxidation,C5DCe
Fatty acid oxidation,C60CPT1
"Transport, peroxisomal",C6COAt
Fatty acid oxidation,C6CRNe
"Transport, peroxisomal",C6CRNtcx
Fatty acid oxidation,C6DCCACT
Fatty acid oxidation,C6DCc
Fatty acid oxidation,C6DCe
Fatty acid oxidation,C80CPT1
Fatty acid oxidation,sink_c81coa[c]
Fatty acid oxidation,C81CPT1
Fatty acid oxidation,C81CRNe
Fatty acid oxidation,C8CRNe
Fatty acid oxidation,C8DCc
Fatty acid oxidation,C8DCe
"Transport, peroxisomal",C9BRxtc
Fatty acid oxidation,DCATDc
Fatty acid oxidation,DCATDr
"Transport, peroxisomal",DCSPTN1COAtxc
Fatty acid oxidation,sink_dd2coa[c]
Fatty acid oxidation,DDCRNe
Fatty acid oxidation,DDECCRNe
Fatty acid oxidation,DDECE1CRNe
Fatty acid oxidation,DECCRNe
Fatty acid oxidation,sink_decdicoa[c]
Fatty acid oxidation,DECDICRNe
"Transport, peroxisomal",DOCO13ECOAtxc
Fatty acid oxidation,DOCO13EFATP
Fatty acid oxidation,DOCOSACT
Fatty acid oxidation,DOCOSACTDe
Fatty acid oxidation,DOCOSACTDr
Fatty acid oxidation,DOCOSADIACTD
"Transport, peroxisomal",DOCOSCOAtxc
Fatty acid oxidation,DOCOSDIACTD
Exchange/demand reaction,EX_3bcrn[e]
Exchange/demand reaction,EX_3ddcrn[e]
Exchange/demand reaction,EX_3deccrn[e]
Exchange/demand reaction,EX_3hdececrn[e]
Exchange/demand reaction,EX_3hexdcrn[e]
Exchange/demand reaction,EX_3ivcrn[e]
Exchange/demand reaction,EX_3octdec2crn[e]
Exchange/demand reaction,EX_3octdeccrn[e]
Exchange/demand reaction,EX_3octdece1crn[e]
Exchange/demand reaction,EX_3tdcrn[e]
Exchange/demand reaction,EX_3tetd7ecoacrn[e]
Exchange/demand reaction,EX_3thexddcoacrn[e]
Exchange/demand reaction,EX_3ttetddcoacrn[e]
Exchange/demand reaction,EX_c101crn[e]
Exchange/demand reaction,EX_c10crn[e]
Exchange/demand reaction,EX_c10dc[e]
Exchange/demand reaction,EX_c12dc[e]
Exchange/demand reaction,EX_c16dc[e]
Exchange/demand reaction,EX_c3dc[e]
Exchange/demand reaction,EX_c4crn[e]
Exchange/demand reaction,EX_c4dc[e]
Exchange/demand reaction,EX_c51crn[e]
Exchange/demand reaction,EX_c5dc[e]
Exchange/demand reaction,EX_c6crn[e]
Exchange/demand reaction,EX_c6dc[e]
Exchange/demand reaction,EX_c81crn[e]
Exchange/demand reaction,EX_c8crn[e]
Exchange/demand reaction,EX_c8dc[e]
Exchange/demand reaction,EX_ddece1crn[e]
Exchange/demand reaction,EX_ddecrn[e]
Exchange/demand reaction,EX_decdicrn[e]
Exchange/demand reaction,EX_doco13ac[e]
Exchange/demand reaction,EX_docosac[e]
Exchange/demand reaction,EX_docosdiac[e]
Exchange/demand reaction,EX_ivcrn[e]
Exchange/demand reaction,EX_tetdec2crn[e]
Exchange/demand reaction,EX_tetdece1crn[e]
Fatty acid oxidation,EX_dca[e]
Fatty acid oxidation,FAOXC101C102m
Fatty acid oxidation,FAOXC101C102x
Fatty acid oxidation,FAOXC101C8m
Fatty acid oxidation,FAOXC101C8x
Fatty acid oxidation,FAOXC101m
Fatty acid oxidation,FAOXC101x
Fatty acid oxidation,FAOXC102C101m
Fatty acid oxidation,FAOXC102C101x
Fatty acid oxidation,FAOXC102C103m
Fatty acid oxidation,FAOXC102C103x
Fatty acid oxidation,FAOXC102C81m
Fatty acid oxidation,FAOXC102C81x
Fatty acid oxidation,FAOXC102m
Fatty acid oxidation,FAOXC102x
Fatty acid oxidation,FAOXC103C102m
Fatty acid oxidation,FAOXC103C102x
Fatty acid oxidation,FAOXC10C10OHm
Fatty acid oxidation,FAOXC10C8m
Fatty acid oxidation,FAOXC10C8x
Fatty acid oxidation,FAOXC10DCC8DCx
Fatty acid oxidation,FAOXC11BRC9BRx
Fatty acid oxidation,FAOXC11C9m
Fatty acid oxidation,FAOXC121C101m
Fatty acid oxidation,FAOXC121C10x
Fatty acid oxidation,FAOXC121x
Fatty acid oxidation,FAOXC122C101m
Fatty acid oxidation,FAOXC122m
Fatty acid oxidation,FAOXC122x
Fatty acid oxidation,FAOXC123C102m
Fatty acid oxidation,FAOXC123C102x
Fatty acid oxidation,FAOXC123m
Fatty acid oxidation,FAOXC123x
Fatty acid oxidation,FAOXC12C10m
Fatty acid oxidation,FAOXC12C10x
Fatty acid oxidation,FAOXC12C12OHm
Fatty acid oxidation,FAOXC12DCC10DCx
Fatty acid oxidation,FAOXC12DCTc
Fatty acid oxidation,FAOXC12DCc
Fatty acid oxidation,FAOXC12DCx
Fatty acid oxidation,FAOXC13BRC11BRx
Fatty acid oxidation,FAOXC13C11m
Fatty acid oxidation,FAOXC141C121m
Fatty acid oxidation,FAOXC141C121x
Fatty acid oxidation,FAOXC141C141OHm
Fatty acid oxidation,FAOXC142C122m
Fatty acid oxidation,FAOXC142C122x
Fatty acid oxidation,FAOXC142C142OHm
Fatty acid oxidation,FAOXC143C123m
Fatty acid oxidation,FAOXC143C123x
Fatty acid oxidation,FAOXC14C12m
Fatty acid oxidation,FAOXC14C12x
Fatty acid oxidation,FAOXC14C14OHm
Fatty acid oxidation,FAOXC14DCC12DCx
Fatty acid oxidation,FAOXC15ATPx
Fatty acid oxidation,FAOXC15BRC13BRx
Fatty acid oxidation,FAOXC15C13m
Fatty acid oxidation,FAOXC15NADPx
Fatty acid oxidation,FAOXC15NADx
Fatty acid oxidation,FAOXC161C141m
Fatty acid oxidation,FAOXC161C141x
Fatty acid oxidation,FAOXC161C161OHm
Fatty acid oxidation,FAOXC162C142m
Fatty acid oxidation,FAOXC162C162OHm
Fatty acid oxidation,FAOXC163C142x
Fatty acid oxidation,FAOXC163C143m
Fatty acid oxidation,FAOXC163C164Gm
Fatty acid oxidation,FAOXC163C164x
Fatty acid oxidation,FAOXC163GC142m
Fatty acid oxidation,FAOXC163Gm
Fatty acid oxidation,FAOXC163x
Fatty acid oxidation,FAOXC164C143m
Fatty acid oxidation,FAOXC164C143x
Fatty acid oxidation,FAOXC164C163x
Fatty acid oxidation,FAOXC164C165m
Fatty acid oxidation,FAOXC164C165x
Fatty acid oxidation,FAOXC164GC163m
Fatty acid oxidation,FAOXC164m
Fatty acid oxidation,FAOXC164x
Fatty acid oxidation,FAOXC165C164m
Fatty acid oxidation,FAOXC165C164x
Fatty acid oxidation,FAOXC16BRx
Fatty acid oxidation,FAOXC16C14m
Fatty acid oxidation,FAOXC16C14x
Fatty acid oxidation,FAOXC16C16OHm
Fatty acid oxidation,FAOXC16DCC14DCx
Fatty acid oxidation,FAOXC16DCr
Fatty acid oxidation,FAOXC16OHC16r
Fatty acid oxidation,FAOXC17C15m
Fatty acid oxidation,FAOXC181C161m
Fatty acid oxidation,FAOXC181C161x
Fatty acid oxidation,FAOXC181C181OHm
Fatty acid oxidation,FAOXC182C162m
Fatty acid oxidation,FAOXC182C182OHm
Fatty acid oxidation,FAOXC183C163Gm
Fatty acid oxidation,FAOXC183C163m
Fatty acid oxidation,FAOXC184C163m
Fatty acid oxidation,FAOXC184C163x
Fatty acid oxidation,FAOXC184C164m
Fatty acid oxidation,FAOXC184C164x
Fatty acid oxidation,FAOXC184m
Fatty acid oxidation,FAOXC184x
Fatty acid oxidation,FAOXC185C164m
Fatty acid oxidation,FAOXC185m
Fatty acid oxidation,FAOXC18C18OHm
Fatty acid oxidation,FAOXC201C181x
Fatty acid oxidation,FAOXC204C184m
Fatty acid oxidation,FAOXC204C205x
Fatty acid oxidation,FAOXC205C184x
Fatty acid oxidation,FAOXC205C185m
Fatty acid oxidation,FAOXC221C201x
Fatty acid oxidation,FAOXC225C204m
Fatty acid oxidation,FAOXC225C204x
Fatty acid oxidation,FAOXC225C226m
Fatty acid oxidation,FAOXC225C226x
Fatty acid oxidation,FAOXC225m
Fatty acid oxidation,FAOXC225x
Fatty acid oxidation,FAOXC226C205m
Fatty acid oxidation,FAOXC226C225m
Fatty acid oxidation,FAOXC226C225x
Fatty acid oxidation,FAOXC226C227m
Fatty acid oxidation,FAOXC226m
Fatty acid oxidation,FAOXC227C226m
Fatty acid oxidation,FAOXC22C20x
Fatty acid oxidation,FAOXC22C22DCHYr
Fatty acid oxidation,FAOXC22OHC22r
Fatty acid oxidation,FAOXC241C221x
Fatty acid oxidation,FAOXC24C22x
Fatty acid oxidation,FAOXC3DC
Fatty acid oxidation,FAOXC4C2m
Fatty acid oxidation,FAOXC4C4DCc
Fatty acid oxidation,FAOXC5C3x
Fatty acid oxidation,FAOXC5C5DCc
Fatty acid oxidation,FAOXC5C5OHm
Fatty acid oxidation,FAOXC5OHc
Fatty acid oxidation,FAOXC61C4m
Fatty acid oxidation,FAOXC61C4x
Fatty acid oxidation,FAOXC61m
Fatty acid oxidation,FAOXC61x
Fatty acid oxidation,FAOXC6C4m
Fatty acid oxidation,FAOXC6C4x
Fatty acid oxidation,FAOXC6DCC4DCx
Fatty acid oxidation,FAOXC7C5m
Fatty acid oxidation,FAOXC81C61m
Fatty acid oxidation,FAOXC81C61x
Fatty acid oxidation,FAOXC8C6m
Fatty acid oxidation,FAOXC8C6x
Fatty acid oxidation,FAOXC8DCC6DCx
Fatty acid oxidation,FAOXC9BRC7BRm
Fatty acid oxidation,FAOXC9C7m
Fatty acid oxidation,FAOXMC10OHMC10r
Fatty acid oxidation,FAOXOHC16C16DCc
Fatty acid oxidation,FAOXOHC22C22DCc
Fatty acid oxidation,FAOXOHMC10DC10c
Fatty acid oxidation,FAOXTC101TC102m
Fatty acid oxidation,FAOXTC102C101m
Fatty acid oxidation,FAOXTC122TC101m
Fatty acid oxidation,FAOXTC122m
Fatty acid oxidation,FAOXTC142TC122m
Fatty acid oxidation,FAOXTC162TC142m
